date,hour,shop,sensor_id,count,units
2024-07-07,14,Madrid,0,0,visits
2024-07-07,15,Madrid,0,0,visits
2024-07-07,16,Madrid,0,0,visits
2024-07-07,17,Madrid,0,0,visits
2024-07-07,18,Madrid,0,0,visits
2024-07-07,19,Madrid,0,0,visits
2024-07-07,20,Madrid,0,0,visits
2024-07-07,21,Madrid,0,0,visits
2024-07-07,22,Madrid,0,0,visits
2024-07-07,23,Madrid,0,0,visits
2024-07-08,0,Madrid,0,0,visits
2024-07-08,1,Madrid,0,0,visits
2024-07-08,2,Madrid,0,0,visits
2024-07-08,3,Madrid,0,0,visits
2024-07-08,4,Madrid,0,0,visits
2024-07-08,5,Madrid,0,0,visits
2024-07-08,6,Madrid,0,0,visits
2024-07-08,7,Madrid,0,0,visits
2024-07-08,8,Madrid,0,861,visits
2024-07-08,9,Madrid,0,1027,visits
2024-07-08,10,Madrid,0,652,visits
2024-07-08,11,Madrid,0,977,visits
2024-07-08,12,Madrid,0,929,visits
2024-07-08,13,Madrid,0,1009,visits
2024-07-08,14,Madrid,0,983,visits
2024-07-08,15,Madrid,0,1391,visits
2024-07-08,16,Madrid,0,826,visits
2024-07-08,17,Madrid,0,117,visits
2024-07-08,18,Madrid,0,0,visits
2024-07-08,19,Madrid,0,0,visits
2024-07-08,20,Madrid,0,0,visits
2024-07-08,21,Madrid,0,0,visits
2024-07-08,22,Madrid,0,0,visits
2024-07-08,23,Madrid,0,0,visits
2024-07-09,0,Madrid,0,0,visits
2024-07-09,1,Madrid,0,0,visits
2024-07-09,2,Madrid,0,0,visits
2024-07-09,3,Madrid,0,0,visits
2024-07-09,4,Madrid,0,0,visits
2024-07-09,5,Madrid,0,0,visits
2024-07-09,6,Madrid,0,0,visits
2024-07-09,7,Madrid,0,0,visits
2024-07-09,8,Madrid,0,1027,visits
2024-07-09,9,Madrid,0,652,visits
2024-07-09,10,Madrid,0,977,visits
2024-07-09,11,Madrid,NULL,929,visits
2024-07-09,12,Madrid,0,1009,visits
2024-07-09,13,Madrid,0,983,visits
2024-07-09,14,Madrid,0,1391,visits
2024-07-09,15,Madrid,0,826,visits
2024-07-09,16,Madrid,0,117,visits
2024-07-09,17,Madrid,0,863,visits
2024-07-09,18,Madrid,0,0,visits
2024-07-09,19,Madrid,0,0,visits
2024-07-09,20,Madrid,0,0,visits
2024-07-09,21,Madrid,0,0,visits
2024-07-09,22,Madrid,0,0,visits
2024-07-09,23,Madrid,0,0,visits
2024-07-10,0,Madrid,0,0,visits
2024-07-10,1,Madrid,0,0,visits
2024-07-10,2,Madrid,0,0,visits
2024-07-10,3,Madrid,0,0,visits
2024-07-10,4,Madrid,0,0,visits
2024-07-10,5,Madrid,0,0,visits
2024-07-10,6,Madrid,0,0,visits
2024-07-10,7,Madrid,0,0,visits
2024-07-10,8,Madrid,0,652,visits
2024-07-10,9,Madrid,0,977,visits
2024-07-10,10,Madrid,0,929,visits
2024-07-10,11,Madrid,0,1009,visits
2024-07-10,12,Madrid,0,983,visits
2024-07-10,13,Madrid,0,1391,visits
2024-07-10,14,Madrid,0,826,visits
2024-07-10,15,Madrid,0,117,visits
2024-07-10,16,Madrid,0,863,visits
2024-07-10,17,Madrid,0,988,visits
2024-07-10,18,Madrid,0,0,visits
2024-07-10,19,Madrid,0,0,visits
2024-07-10,20,Madrid,0,0,visits
2024-07-10,21,Madrid,0,0,visits
2024-07-10,22,Madrid,0,0,visits
2024-07-10,23,Madrid,0,0,visits
2024-07-11,0,Madrid,0,0,visits
2024-07-11,1,Madrid,0,0,visits
2024-07-11,2,Madrid,0,0,visits
2024-07-11,3,Madrid,0,0,visits
2024-07-11,4,Madrid,0,0,visits
2024-07-11,5,Madrid,0,0,visits
2024-07-11,6,Madrid,0,0,visits
2024-07-11,7,Madrid,0,0,visits
2024-07-11,8,Madrid,0,977,visits
2024-07-11,9,Madrid,0,929,visits
2024-07-11,10,Madrid,0,1009,visits
2024-07-11,11,Madrid,0,983,visits
2024-07-11,12,Madrid,0,1391,visits
2024-07-11,13,Madrid,0,826,visits
2024-07-11,14,Madrid,0,117,visits
2024-07-11,15,Madrid,0,863,visits
2024-07-11,16,Madrid,0,988,visits
2024-07-11,17,Madrid,0,1241,visits
2024-07-11,18,Madrid,0,0,visits
2024-07-11,19,Madrid,0,0,visits
2024-07-11,20,Madrid,0,0,visits
2024-07-11,21,Madrid,0,0,visits
2024-07-11,22,Madrid,0,0,visits
2024-07-11,23,Madrid,0,0,visits
2024-07-12,0,Madrid,0,0,visits
2024-07-12,1,Madrid,0,0,visits
2024-07-12,2,Madrid,0,0,visits
2024-07-12,3,Madrid,0,0,visits
2024-07-12,4,Madrid,0,0,visits
2024-07-12,5,Madrid,0,0,visits
2024-07-12,6,Madrid,0,0,visits
2024-07-12,7,Madrid,0,0,visits
2024-07-12,8,Madrid,0,929,visits
2024-07-12,9,Madrid,0,1009,visits
2024-07-12,10,Madrid,0,983,visits
2024-07-12,11,Madrid,0,1391,visits
2024-07-12,12,Madrid,0,826,visits
2024-07-12,13,Madrid,0,117,visits
2024-07-12,14,Madrid,0,863,visits
2024-07-12,15,Madrid,0,988,visits
2024-07-12,16,Madrid,0,1241,visits
2024-07-12,17,Madrid,0,940,visits
2024-07-12,18,Madrid,0,0,visits
2024-07-12,19,Madrid,0,0,visits
2024-07-12,20,Madrid,0,0,visits
2024-07-12,21,Madrid,0,0,visits
2024-07-12,22,Madrid,0,0,visits
2024-07-12,23,Madrid,0,0,visits
2024-07-13,0,Madrid,0,0,visits
2024-07-13,1,Madrid,0,0,visits
2024-07-13,2,Madrid,0,0,visits
2024-07-13,3,Madrid,0,0,visits
2024-07-13,4,Madrid,0,0,visits
2024-07-13,5,Madrid,0,0,visits
2024-07-13,6,Madrid,0,0,visits
2024-07-13,7,Madrid,0,0,visits
2024-07-13,8,Madrid,0,1009,visits
2024-07-13,9,Madrid,0,983,visits
2024-07-13,10,Madrid,0,1391,visits
2024-07-13,11,Madrid,0,826,visits
2024-07-13,12,Madrid,0,117,visits
2024-07-13,13,Madrid,0,863,visits
2024-07-13,14,Madrid,0,988,visits
2024-07-13,15,Madrid,0,1241,visits
2024-07-13,16,Madrid,0,940,visits
2024-07-13,17,Madrid,0,1005,visits
2024-07-13,18,Madrid,0,0,visits
2024-07-13,19,Madrid,0,0,visits
2024-07-13,20,Madrid,0,0,visits
2024-07-13,21,Madrid,0,0,visits
2024-07-13,22,Madrid,0,0,visits
2024-07-13,23,Madrid,0,0,visits
2024-07-14,0,Madrid,0,0,visits
2024-07-14,1,Madrid,0,0,visits
2024-07-14,2,Madrid,0,0,visits
2024-07-14,3,Madrid,0,0,visits
2024-07-14,4,Madrid,0,0,visits
2024-07-14,5,Madrid,0,0,visits
2024-07-14,6,Madrid,0,0,visits
2024-07-14,7,Madrid,0,0,visits
2024-07-14,8,Madrid,0,0,visits
2024-07-14,9,Madrid,0,0,visits
2024-07-14,10,Madrid,0,0,visits
2024-07-14,11,Madrid,0,0,visits
2024-07-14,12,Madrid,0,0,visits
2024-07-14,13,Madrid,0,0,visits
2024-07-14,14,Madrid,0,0,visits
2024-07-14,15,Madrid,0,0,visits
2024-07-14,16,Madrid,0,0,visits
2024-07-14,17,Madrid,0,0,visits
2024-07-14,18,Madrid,0,0,visits
2024-07-14,19,Madrid,0,0,visits
2024-07-14,20,Madrid,0,0,visits
2024-07-14,21,Madrid,0,0,visits
2024-07-14,22,Madrid,0,0,visits
2024-07-14,23,Madrid,0,0,visits
2024-07-15,0,Madrid,0,0,visits
2024-07-15,1,Madrid,0,0,visits
2024-07-15,2,Madrid,0,0,visits
2024-07-15,3,Madrid,0,0,visits
2024-07-15,4,Madrid,0,0,visits
2024-07-15,5,Madrid,0,0,visits
2024-07-15,6,Madrid,0,0,visits
2024-07-15,7,Madrid,0,0,visits
2024-07-15,8,Madrid,0,1391,visits
2024-07-15,9,Madrid,0,826,visits
2024-07-15,10,Madrid,0,117,visits
2024-07-15,11,Madrid,0,863,visits
2024-07-15,12,Madrid,0,988,visits
2024-07-15,13,Madrid,0,1241,visits
2024-07-15,14,Madrid,0,940,visits
2024-07-15,15,Madrid,0,1005,visits
2024-07-15,16,Madrid,0,1119,visits
2024-07-15,17,Madrid,0,1136,visits
2024-07-15,18,Madrid,0,0,visits
2024-07-15,19,Madrid,0,0,visits
2024-07-15,20,Madrid,0,0,visits
2024-07-15,21,Madrid,0,0,visits
2024-07-15,22,Madrid,0,0,visits
2024-07-15,23,Madrid,0,0,visits
2024-07-16,0,Madrid,0,0,visits
2024-07-16,1,Madrid,0,0,visits
2024-07-16,2,Madrid,0,0,visits
2024-07-16,3,Madrid,0,0,visits
2024-07-16,4,Madrid,0,0,visits
2024-07-16,5,Madrid,0,0,visits
2024-07-16,6,Madrid,0,0,visits
2024-07-16,7,Madrid,0,0,visits
2024-07-16,8,Madrid,0,826,visits
2024-07-16,9,Madrid,0,117,visits
2024-07-16,10,Madrid,0,863,visits
2024-07-16,11,Madrid,0,988,visits
2024-07-16,12,Madrid,0,1241,visits
2024-07-16,13,Madrid,0,940,visits
2024-07-16,14,Madrid,0,1005,visits
2024-07-16,15,Madrid,0,1119,visits
2024-07-16,16,Madrid,0,1136,visits
2024-07-16,17,Madrid,0,1108,visits
2024-07-16,18,Madrid,0,0,visits
2024-07-16,19,Madrid,0,0,visits
2024-07-16,20,Madrid,0,0,visits
2024-07-16,21,Madrid,0,0,visits
2024-07-16,22,Madrid,0,0,visits
2024-07-16,23,Madrid,0,0,visits
2024-07-17,0,Madrid,0,0,visits
2024-07-17,1,Madrid,0,0,visits
2024-07-17,2,Madrid,0,0,visits
2024-07-17,3,Madrid,0,0,visits
2024-07-17,4,Madrid,0,0,visits
2024-07-17,5,Madrid,0,0,visits
2024-07-17,6,Madrid,0,0,visits
2024-07-17,7,Madrid,0,0,visits
2024-07-17,8,Madrid,0,117,visits
2024-07-17,9,Madrid,0,863,visits
2024-07-17,10,Madrid,0,988,visits
2024-07-17,11,Madrid,0,1241,visits
2024-07-17,12,Madrid,0,940,visits
2024-07-17,13,Madrid,0,1005,visits
2024-07-17,14,Madrid,0,1119,visits
2024-07-17,15,Madrid,0,1136,visits
2024-07-17,16,Madrid,0,1108,visits
2024-07-17,17,Madrid,0,898,visits
2024-07-17,18,Madrid,0,0,visits
2024-07-17,19,Madrid,0,0,visits
2024-07-17,20,Madrid,0,0,visits
2024-07-17,21,Madrid,0,0,visits
2024-07-17,22,Madrid,0,0,visits
2024-07-17,23,Madrid,0,0,visits
2024-07-18,0,Madrid,0,0,visits
2024-07-18,1,Madrid,0,0,visits
2024-07-18,2,Madrid,0,0,visits
2024-07-18,3,Madrid,0,0,visits
2024-07-18,4,Madrid,0,0,visits
2024-07-18,5,Madrid,0,0,visits
2024-07-18,6,Madrid,0,0,visits
2024-07-18,7,Madrid,0,0,visits
2024-07-18,8,Madrid,0,863,visits
2024-07-18,9,Madrid,0,988,visits
2024-07-18,10,Madrid,0,1241,visits
2024-07-18,11,Madrid,0,940,visits
2024-07-18,12,Madrid,0,1005,visits
2024-07-18,13,Madrid,0,1119,visits
2024-07-18,14,Madrid,0,1136,visits
2024-07-18,15,Madrid,0,1108,visits
2024-07-18,16,Madrid,0,898,visits
2024-07-18,17,Madrid,0,985,visits
2024-07-18,18,Madrid,0,0,visits
2024-07-18,19,Madrid,0,0,visits
2024-07-18,20,Madrid,0,0,visits
2024-07-18,21,Madrid,0,0,visits
2024-07-18,22,Madrid,0,0,visits
2024-07-18,23,Madrid,0,0,visits
2024-07-19,0,Madrid,0,0,visits
2024-07-19,1,Madrid,0,0,visits
2024-07-19,2,Madrid,0,0,visits
2024-07-19,3,Madrid,0,0,visits
2024-07-19,4,Madrid,0,0,visits
2024-07-19,5,Madrid,0,0,visits
2024-07-19,6,Madrid,0,0,visits
2024-07-19,7,Madrid,0,0,visits
2024-07-19,8,Madrid,0,988,visits
2024-07-19,9,Madrid,0,1241,visits
2024-07-19,10,Madrid,0,940,visits
2024-07-19,11,Madrid,0,1005,visits
2024-07-19,12,Madrid,0,1119,visits
2024-07-19,13,Madrid,0,1136,visits
2024-07-19,14,Madrid,0,1108,visits
2024-07-19,15,Madrid,0,898,visits
2024-07-19,16,Madrid,0,985,visits
2024-07-19,17,Madrid,0,945,visits
2024-07-19,18,Madrid,0,0,visits
2024-07-19,19,Madrid,0,0,visits
2024-07-19,20,Madrid,0,0,visits
2024-07-19,21,Madrid,0,0,visits
2024-07-19,22,Madrid,0,0,visits
2024-07-19,23,Madrid,0,0,visits
2024-07-20,0,Madrid,0,0,visits
2024-07-20,1,Madrid,0,0,visits
2024-07-20,2,Madrid,0,0,visits
2024-07-20,3,Madrid,0,0,visits
2024-07-20,4,Madrid,0,0,visits
2024-07-20,5,Madrid,0,0,visits
2024-07-20,6,Madrid,0,0,visits
2024-07-20,7,Madrid,0,0,visits
2024-07-20,8,Madrid,0,1241,visits
2024-07-20,9,Madrid,0,940,visits
2024-07-20,10,Madrid,0,1005,visits
2024-07-20,11,Madrid,0,1119,visits
2024-07-20,12,Madrid,0,1136,visits
2024-07-20,13,Madrid,0,1108,visits
2024-07-20,14,Madrid,0,898,visits
2024-07-20,15,Madrid,0,985,visits
2024-07-20,16,Madrid,0,945,visits
2024-07-20,17,Madrid,0,1149,visits
2024-07-20,18,Madrid,0,0,visits
2024-07-20,19,Madrid,0,0,visits
2024-07-20,20,Madrid,0,0,visits
2024-07-20,21,Madrid,0,0,visits
2024-07-20,22,Madrid,0,0,visits
2024-07-20,23,Madrid,0,0,visits
2024-07-21,0,Madrid,0,0,visits
2024-07-21,1,Madrid,0,0,visits
2024-07-21,2,Madrid,0,0,visits
2024-07-21,3,Madrid,0,0,visits
2024-07-21,4,Madrid,0,0,visits
2024-07-21,5,Madrid,0,0,visits
2024-07-21,6,Madrid,0,0,visits
2024-07-21,7,Madrid,0,0,visits
2024-07-21,8,Madrid,0,0,visits
2024-07-21,9,Madrid,0,0,visits
2024-07-21,10,Madrid,0,0,visits
2024-07-21,11,Madrid,0,0,visits
2024-07-21,12,Madrid,0,0,visits
2024-07-21,13,Madrid,0,0,visits
2024-07-21,14,Madrid,0,0,visits
2024-07-21,15,Madrid,0,0,visits
2024-07-21,16,Madrid,0,0,visits
2024-07-21,17,Madrid,0,0,visits
2024-07-21,18,Madrid,0,0,visits
2024-07-21,19,Madrid,0,0,visits
2024-07-21,20,Madrid,0,0,visits
2024-07-21,21,Madrid,0,0,visits
2024-07-21,22,Madrid,0,0,visits
2024-07-21,23,Madrid,0,0,visits
2024-07-22,0,Madrid,0,0,visits
2024-07-22,1,Madrid,0,0,visits
2024-07-22,2,Madrid,0,0,visits
2024-07-22,3,Madrid,0,0,visits
2024-07-22,4,Madrid,0,0,visits
2024-07-22,5,Madrid,0,0,visits
2024-07-22,6,Madrid,0,0,visits
2024-07-22,7,Madrid,0,0,visits
2024-07-22,8,Madrid,0,1005,visits
2024-07-22,9,Madrid,0,1119,visits
2024-07-22,10,Madrid,0,1136,visits
2024-07-22,11,Madrid,0,1108,visits
2024-07-22,12,Madrid,0,898,visits
2024-07-22,13,Madrid,0,985,visits
2024-07-22,14,Madrid,0,945,visits
2024-07-22,15,Madrid,0,1149,visits
2024-07-22,16,Madrid,0,717,visits
2024-07-22,17,Madrid,0,940,visits
2024-07-22,18,Madrid,0,0,visits
2024-07-22,19,Madrid,0,0,visits
2024-07-22,20,Madrid,0,0,visits
2024-07-22,21,Madrid,0,0,visits
2024-07-22,22,Madrid,0,0,visits
2024-07-22,23,Madrid,0,0,visits
2024-07-23,0,Madrid,0,0,visits
2024-07-23,1,Madrid,0,0,visits
2024-07-23,2,Madrid,0,0,visits
2024-07-23,3,Madrid,0,0,visits
2024-07-23,4,Madrid,0,0,visits
2024-07-23,5,Madrid,0,0,visits
2024-07-23,6,Madrid,0,0,visits
2024-07-23,7,Madrid,0,0,visits
2024-07-23,8,Madrid,0,1119,visits
2024-07-23,9,Madrid,0,NULL,visits
2024-07-23,10,Madrid,0,1108,visits
2024-07-23,11,Madrid,0,898,visits
2024-07-23,12,Madrid,0,985,visits
2024-07-23,13,Madrid,0,945,visits
2024-07-23,14,Madrid,0,1149,visits
2024-07-23,15,Madrid,0,717,visits
2024-07-23,16,Madrid,0,940,visits
2024-07-23,17,Madrid,0,876,visits
2024-07-23,18,Madrid,0,0,visits
2024-07-23,19,Madrid,0,0,visits
2024-07-23,20,Madrid,0,0,visits
2024-07-23,21,NULL,0,0,visits
2024-07-23,22,Madrid,0,0,visits
2024-07-23,23,Madrid,0,0,visits
2024-07-24,0,Madrid,0,0,visits
2024-07-24,1,Madrid,0,0,visits
2024-07-24,2,Madrid,0,0,visits
2024-07-24,3,Madrid,0,0,visits
2024-07-24,4,Madrid,0,0,visits
2024-07-24,5,Madrid,0,0,visits
2024-07-24,6,Madrid,0,0,visits
2024-07-24,7,Madrid,0,0,visits
2024-07-24,8,Madrid,0,1136,visits
2024-07-24,9,Madrid,0,1108,visits
2024-07-24,10,Madrid,0,898,visits
2024-07-24,11,Madrid,0,985,visits
2024-07-24,12,Madrid,0,945,visits
2024-07-24,13,Madrid,0,1149,visits
2024-07-24,14,Madrid,0,717,visits
2024-07-24,15,Madrid,0,940,visits
2024-07-24,16,Madrid,0,876,visits
2024-07-24,17,Madrid,0,729,visits
2024-07-24,18,Madrid,0,0,visits
2024-07-24,19,Madrid,0,0,visits
2024-07-24,20,Madrid,0,0,visits
2024-07-24,21,Madrid,0,0,visits
2024-07-24,22,Madrid,0,0,visits
2024-07-24,23,Madrid,0,0,visits
2024-07-25,0,Madrid,0,0,visits
2024-07-25,1,Madrid,0,0,visits
2024-07-25,2,Madrid,0,0,visits
2024-07-25,3,Madrid,0,0,visits
2024-07-25,4,Madrid,0,0,visits
2024-07-25,5,Madrid,0,0,visits
2024-07-25,6,Madrid,0,0,visits
2024-07-25,7,Madrid,0,0,visits
2024-07-25,8,Madrid,0,1108,visits
2024-07-25,9,Madrid,0,898,visits
2024-07-25,10,Madrid,0,985,visits
2024-07-25,11,Madrid,0,945,visits
2024-07-25,12,Madrid,0,1149,visits
2024-07-25,13,Madrid,0,717,visits
2024-07-25,14,Madrid,0,940,visits
2024-07-25,15,Madrid,0,876,visits
2024-07-25,16,Madrid,0,729,visits
2024-07-25,17,Madrid,0,889,visits
2024-07-25,18,Madrid,0,0,visits
2024-07-25,19,Madrid,0,0,visits
2024-07-25,20,Madrid,0,0,visits
2024-07-25,21,Madrid,0,0,visits
2024-07-25,22,Madrid,0,0,visits
2024-07-25,23,Madrid,0,0,visits
2024-07-26,0,Madrid,0,0,visits
2024-07-26,1,Madrid,0,0,visits
2024-07-26,2,Madrid,0,0,visits
2024-07-26,3,Madrid,0,0,visits
2024-07-26,4,Madrid,0,0,visits
2024-07-26,5,Madrid,0,0,visits
2024-07-26,6,Madrid,0,0,visits
2024-07-26,7,Madrid,0,0,visits
2024-07-26,8,Madrid,0,898,visits
2024-07-26,9,Madrid,0,985,visits
2024-07-26,10,Madrid,0,945,visits
2024-07-26,11,Madrid,0,1149,visits
2024-07-26,12,NULL,0,717,visits
2024-07-26,13,Madrid,0,940,visits
2024-07-26,14,Madrid,0,876,visits
2024-07-26,15,Madrid,0,729,visits
2024-07-26,16,Madrid,0,889,visits
2024-07-26,17,Madrid,0,853,visits
2024-07-26,18,Madrid,0,0,visits
2024-07-26,19,Madrid,0,0,visits
2024-07-26,20,Madrid,0,0,visits
2024-07-26,21,Madrid,0,0,visits
2024-07-26,22,Madrid,0,0,visits
2024-07-26,23,Madrid,0,0,visits
2024-07-27,0,Madrid,0,0,visits
2024-07-27,1,Madrid,0,0,visits
2024-07-27,2,Madrid,0,0,visits
2024-07-27,3,Madrid,0,0,visits
2024-07-27,4,Madrid,0,0,visits
2024-07-27,5,Madrid,0,0,visits
2024-07-27,6,Madrid,0,0,visits
2024-07-27,7,Madrid,0,0,visits
2024-07-27,8,Madrid,0,985,visits
2024-07-27,9,Madrid,0,945,visits
2024-07-27,10,Madrid,0,1149,visits
2024-07-27,11,Madrid,0,717,visits
2024-07-27,12,Madrid,0,940,visits
2024-07-27,13,Madrid,0,876,visits
2024-07-27,14,Madrid,0,729,visits
2024-07-27,15,Madrid,0,889,visits
2024-07-27,16,Madrid,0,853,visits
2024-07-27,17,Madrid,0,533,visits
2024-07-27,18,Madrid,0,0,visits
2024-07-27,19,Madrid,0,0,visits
2024-07-27,20,Madrid,0,0,visits
2024-07-27,21,Madrid,0,0,visits
2024-07-27,22,Madrid,0,0,visits
2024-07-27,23,Madrid,0,0,visits
2024-07-28,0,Madrid,0,0,visits
2024-07-28,1,Madrid,0,0,visits
2024-07-28,2,Madrid,0,0,visits
2024-07-28,3,Madrid,0,0,visits
2024-07-28,4,Madrid,0,0,visits
2024-07-28,5,Madrid,0,NULL,visits
2024-07-28,6,Madrid,0,0,visits
2024-07-28,7,Madrid,0,0,visits
2024-07-28,8,Madrid,0,0,visits
2024-07-28,9,Madrid,0,0,visits
2024-07-28,10,Madrid,0,0,visits
2024-07-28,11,Madrid,0,0,visits
2024-07-28,12,Madrid,0,0,visits
